id,beneficiary-name,date,direction,amount,description,currency,mcc,kind
10733,Serenity Wellnes,3/23/2021,d,20.9,Massage,USD,8050,pmt
10734,Orange,3/24/2021,d,21.9,Internet bill,USD,,pmt
10735,Glovo,3/24/2021,d,48.1,Food delivery,USD,5811,pmt
10736,Wolt,3/24/2021,d,38.8,Food delivery,USD,5811,pmt
10737,Generali,3/24/2021,d,45.6,Extended health insurance,USD,,pmt
10738,Hooters Air,3/24/2021,d,487.3,Ticket pay,USD,,pmt
10739,Revolut,3/25/2021,d,3.4,ATM withdrawal fee,USD,,fee
10740,Glovo,3/25/2021,d,40.1,Food delivery,USD,5811,pmt
10741,Amazon,3/26/2021,d,7.6,Book,USD,,pmt
10742,Wolt,3/26/2021,d,41.5,Food delivery,USD,5811,pmt
10743,Glovo,3/26/2021,d,17.3,Food delivery,USD,5811,pmt
10744,Ikea,3/26/2021,d,45.7,Appliances,USD,5712,pmt
10745,Jill,3/26/2021,d,36.2,Allowance,USD,,pmt
10746,A1 Telecom,3/27/2021,d,34.1,Internet bill,USD,,pmt
10747,Delhaize,3/27/2021,d,37.7,Supermaket shopping,USD,5499,pmt
10748,Wolt,3/27/2021,d,15.2,Food delivery,USD,5811,pmt
10749,Wolt,3/27/2021,d,39.4,Food delivery,USD,5811,pmt
10750,Jill,3/27/2021,d,50.1,Allowance,USD,,pmt
10751,Wolt,3/28/2021,d,36.3,Food delivery,USD,5811,pmt
10752,Glovo,3/28/2021,d,15.2,Food delivery,USD,5811,pmt
10753,Comcast,4/1/2021,d,11,Television bill,USD,,pmt
10754,Delhaize,4/1/2021,d,30.9,Supermaket shopping,USD,5499,pmt
10755,Lidl,4/1/2021,d,34.3,Supermaket shopping,USD,5499,pmt
10756,Glovo,4/1/2021,d,45.3,Food delivery,USD,5811,pmt
10757,Fit and Fun,4/1/2021,d,23.2,Personal trainer,USD,,pmt
10758,Home cleaning service,4/1/2021,d,50.4,Cleaning,USD,,pmt
10759,Home cleaning service,4/1/2021,d,45.8,Cleaning,USD,,pmt
10760,Lending Club,4/1/2021,d,42.4,Loan Payment,USD,,pmt
10761,Electro distribution,4/2/2021,d,90.7,Utilities payment,USD,,pmt
10762,Wolt,4/2/2021,d,26.6,Food delivery,USD,5811,pmt
10763,R-Pharm,4/2/2021,d,38.7,Medicine,USD,5912,pmt
10764,Home cleaning service,4/2/2021,d,47.4,Cleaning,USD,,pmt
10765,Blue moon spa,4/2/2021,d,22.3,Massage,USD,8050,pmt
10766,Travel house,4/2/2021,d,888.7,Vacation,USD,5962,pmt
10767,City parkings,4/3/2021,d,2.9,Parking fee,USD,7523,pmt
10768,Home cleaning service,4/3/2021,d,49.5,Cleaning,USD,,pmt
10769,Asseco,4/3/2021,c,"2,313.30",Salary,USD,,sal
10770,Serenity Wellnes,4/3/2021,d,23.5,Massage,USD,8050,pmt
10771,Wolt,4/4/2021,d,29,Food delivery,USD,5811,pmt
10772,Home cleaning service,4/4/2021,d,50.3,Cleaning,USD,,pmt
10773,Wells Fargo,4/4/2021,d,38.2,Loan Payment,USD,,pmt
10774,Office365,4/4/2021,d,16.7,TV,USD,5045,pmt
10775,Hulu,4/5/2021,d,9.5,Netflix subscription,USD,,pmt
10776,Glovo,4/5/2021,d,17.2,Food delivery,USD,5811,pmt
10777,Save our kids,4/5/2021,d,52,Charity,USD,,pmt
10778,Connexus,4/6/2021,d,400.6,Mortgage pay,USD,,pmt
10779,Barber shop,4/6/2021,d,24.6,Hair dye,USD,7230,pmt
10780,Apple,4/7/2021,d,15.7,Apple music subscription,USD,5733,pmt
10781,New York Times,4/7/2021,d,5.7,National Geographic,USD,5192,pmt
10782,Lidl,4/7/2021,d,30.4,Supermaket shopping,USD,5499,pmt
10783,Barber shop,4/7/2021,d,28.8,Hair dye,USD,7230,pmt
10784,Pet shop,4/7/2021,d,23.8,Shopping,USD,5995,pmt
10785,Faculty of contemporary arts,4/8/2021,d,181.6,Tuition,USD,8299,pmt
10786,New York Times,4/8/2021,d,6,National Geographic,USD,5192,pmt
10787,Delhaize,4/8/2021,d,30.7,Supermaket shopping,USD,5499,pmt
10788,Glovo,4/8/2021,d,15.9,Food delivery,USD,5811,pmt
10789,Lidl,4/8/2021,d,93.3,Supermaket shopping,USD,5200,pmt
10790,Hertz,4/8/2021,d,11.8,Taxi,USD,7519,pmt
10791,MetLife,4/10/2021,d,200.1,Life insurance premium,USD,6300,pmt
10792,Swimming pool Activa,4/10/2021,d,13.9,Daily pool ticket,USD,5655,pmt
10793,Residential Property,4/10/2021,d,172.4,Tax pay,USD,9311,pmt
10794,Amazon,4/11/2021,d,13.7,Book,USD,,pmt
10795,MetLife,4/11/2021,d,200.8,Life insurance premium,USD,6300,pmt
10796,Glovo,4/11/2021,d,24.2,Food delivery,USD,5811,pmt
10797,Home cleaning service,4/11/2021,d,48.3,Cleaning,USD,,pmt
10798,Delhaize,4/11/2021,d,82,Supermaket shopping,USD,5200,pmt
10799,,4/12/2021,d,155.3,ATM withdrawal,USD,,wdw
10800,Comcast,4/12/2021,d,16.6,Television bill,USD,,pmt
10801,Tele9,4/12/2021,d,10.6,Television bill,USD,,pmt
10802,Delhaize,4/12/2021,d,34.5,Supermaket shopping,USD,5499,pmt
10803,Delhaize,4/12/2021,d,37.5,Supermaket shopping,USD,5499,pmt
10804,Wolt,4/12/2021,d,43.6,Food delivery,USD,5811,pmt
10805,Generali,4/12/2021,d,45.7,Extended health insurance,USD,,pmt
10806,Lily,4/12/2021,d,38.7,Medicine,USD,5912,pmt
10807,Adobe,4/12/2021,d,18.6,Games,USD,5045,pmt
10808,MasterCard,4/12/2021,d,77.5,Pay with Visa,USD,,pmt
10809,A1 Telecom,4/13/2021,d,24.8,Internet bill,USD,,pmt
10810,Amazon,4/13/2021,d,12.9,Book,USD,,pmt
10811,Asseco,4/13/2021,c,"2,497.10",Salary,USD,,sal
10812,Faculty of contemporary arts,4/14/2021,d,199.3,Tuition,USD,8299,pmt
10813,National Geographic,4/14/2021,d,5.1,National Geographic,USD,5192,pmt
10814,Lidl,4/14/2021,d,39.1,Supermaket shopping,USD,5499,pmt
10815,Glovo,4/14/2021,d,49.5,Food delivery,USD,5811,pmt
10816,Wolt,4/14/2021,d,42.7,Food delivery,USD,5811,pmt
10817,Jill,4/14/2021,d,48.6,Allowance,USD,,pmt
10818,Gerber Products Company,4/14/2021,d,54.7,Baby wardrobe,USD,,pmt
10819,Revolut,4/15/2021,d,5.3,ATM withdrawal fee,USD,,fee
10820,Wolt,4/15/2021,d,33.8,Food delivery,USD,5811,pmt
10821,,4/16/2021,d,242,ATM withdrawal,USD,,wdw
10822,Table tenis club PingPong,4/16/2021,d,11.8,Table tennis 2 hrs,USD,5655,pmt
10823,Emmezeta,4/16/2021,d,52.9,Appliances,USD,5712,pmt
10824,Serenity Wellnes,4/16/2021,d,21.9,Massage,USD,8050,pmt
10825,Office365,4/16/2021,d,19.7,TV,USD,5045,pmt
10826,MasterCard,4/16/2021,d,96.2,Pay with Mastercard,USD,,pmt
10827,Hertz,4/16/2021,d,10.2,Car rent,USD,7519,pmt
10828,National Geographic,4/17/2021,d,4.4,National Geographic,USD,5192,pmt
10829,Revolut,4/17/2021,d,5.6,ATM withdrawal fee,USD,,fee
10830,Bank of America,4/17/2021,d,4.1,Revolut Silver subscription,USD,,fee
10831,MetLife,4/17/2021,d,201,Life insurance premium,USD,6300,pmt
10832,Glovo,4/17/2021,d,15.2,Food delivery,USD,5811,pmt
10833,Protetcta,4/17/2021,d,23.6,Doctor's appointment,USD,8011,pmt
10834,Office365,4/17/2021,d,19,TV,USD,5045,pmt
10835,Electro distribution,4/18/2021,d,54,Utilities payment,USD,,pmt
10836,Faculty of contemporary arts,4/18/2021,d,167.8,Tuition,USD,8299,pmt
10837,New York Times,4/18/2021,d,5.5,New York Times,USD,5192,pmt
10838,Wolt,4/18/2021,d,38.6,Food delivery,USD,5811,pmt
10839,Gift Voucher,4/18/2021,d,171.7,Birthday gifts,USD,5947,pmt
10840,Fit and Fun,4/18/2021,d,25.8,Gym membership,USD,,pmt
10841,Pet salon Rex,4/18/2021,d,10.2,Grooming,USD,,pmt
10842,Music school,4/19/2021,d,157.9,Tuition,USD,8299,pmt
10843,Glovo,4/19/2021,d,47.5,Food delivery,USD,5811,pmt
10844,Gift shop,4/19/2021,d,57.3,Birthday gifts,USD,5947,pmt
10845,Sixt GmbH,4/19/2021,d,11.6,Car rent,USD,7519,pmt
10846,A1 Telecom,4/20/2021,d,12.5,Mobile phone bill,USD,,pmt
10847,Delhaize,4/20/2021,d,37.7,Supermaket shopping,USD,5499,pmt
10848,Wolt,4/20/2021,d,32.6,Food delivery,USD,5811,pmt
10849,City parkings,4/21/2021,d,1.8,Parking fee,USD,7523,pmt
10850,Home cleaning service,4/21/2021,d,51,Cleaning,USD,,pmt
10851,Pet hotel Happy Dog,4/21/2021,d,100.6,Monthly stay,USD,5995,pmt
10852,Real Estate,4/21/2021,d,167.1,Tax pay,USD,9311,pmt
10853,Hulu,4/22/2021,d,5.4,Netflix subscription,USD,,pmt
10854,Glovo,4/22/2021,d,39,Food delivery,USD,5811,pmt
10855,,4/23/2021,d,162,ATM withdrawal,USD,,wdw
10856,Bank of America,4/23/2021,d,4.7,Revolut Silver subscription,USD,,fee
10857,Wolt,4/23/2021,d,21.8,Food delivery,USD,5811,pmt
10858,Glovo,4/23/2021,d,18.7,Food delivery,USD,5811,pmt
10859,Delhaize,4/23/2021,d,90.2,Supermaket shopping,USD,5200,pmt
10860,Karate club,4/23/2021,d,20.6,Club membership,USD,,pmt
10861,Serenity Wellnes,4/23/2021,d,24.9,Massage,USD,8050,pmt
10862,Comcast,4/24/2021,d,18.3,Television bill,USD,,pmt
10863,Book depository,4/24/2021,d,7.2,Amazon Kindle subscription,USD,,pmt
10864,Glovo,4/24/2021,d,16.1,Food delivery,USD,5811,pmt
10865,Glovo,4/24/2021,d,17.8,Food delivery,USD,5811,pmt
10866,Generali,4/24/2021,d,45.4,Extended health insurance,USD,,pmt
10867,Serenity Wellnes,4/24/2021,d,20.1,Massage,USD,8050,pmt
10868,Tele9,4/25/2021,d,10.5,Television bill,USD,,pmt
10869,Glovo,4/25/2021,d,17.5,Food delivery,USD,5811,pmt
10870,Home cleaning service,4/25/2021,d,48.5,Cleaning,USD,,pmt
10871,Lidl,4/25/2021,d,74.1,Supermaket shopping,USD,5200,pmt
10872,,4/26/2021,d,149.2,ATM withdrawal,USD,,wdw
10873,Generali,4/26/2021,d,45,Extended health insurance,USD,,pmt
10874,Wolt,4/27/2021,d,17.9,Food delivery,USD,5811,pmt
10875,Josh,4/27/2021,d,41.1,Allowance,USD,,pmt
10876,Blue moon spa,4/27/2021,d,21.5,Spa treatment,USD,8050,pmt
10877,A1 Telecom,4/28/2021,d,27.2,Internet bill,USD,,pmt
10878,T-Mobile,5/1/2021,d,15.5,Mobile phone bill,USD,,pmt
10879,Heating,5/1/2021,d,53.7,Utilities payment,USD,,pmt
10880,Lidl,5/1/2021,d,30.8,Supermaket shopping,USD,5499,pmt
10881,Wolt,5/1/2021,d,40.5,Food delivery,USD,5811,pmt
10882,Jill,5/1/2021,d,47.9,Allowance,USD,,pmt
10883,Raiffeisen Leasing,5/2/2021,d,450.9,Financial leasing,USD,7394,pmt
10884,Wolt,5/2/2021,d,32.1,Food delivery,USD,5811,pmt
10885,Hertz,5/2/2021,d,13.1,Taxi,USD,7519,pmt
10886,Hulu,5/3/2021,d,9.3,Hulu subscription,USD,,pmt
10887,Fit and Fun,5/3/2021,d,22.7,Gym membership,USD,,pmt
10888,Apple,5/4/2021,d,15.1,Spotify premium subscription,USD,5733,pmt
10889,Lidl,5/4/2021,d,38,Supermaket shopping,USD,5499,pmt
10890,Glovo,5/4/2021,d,15.5,Food delivery,USD,5811,pmt
10891,Sixt GmbH,5/4/2021,d,11.3,Taxi,USD,7519,pmt
10892,Sixt GmbH,5/4/2021,d,12.4,Car rent,USD,7519,pmt
10893,,5/5/2021,d,190.3,ATM withdrawal,USD,,wdw
10894,City parkings,5/5/2021,d,2.8,Parking fee,USD,7523,pmt
10895,A1 Telecom,5/5/2021,d,29.5,Internet bill,USD,,pmt
10896,Glovo,5/5/2021,d,18.6,Food delivery,USD,5811,pmt
10897,,5/6/2021,d,153.3,ATM withdrawal,USD,,wdw
10898,Comcast,5/6/2021,d,10.3,Television bill,USD,,pmt
10899,Bank of America,5/6/2021,d,7.6,Online banking fee,USD,,fee
10900,Wolt,5/6/2021,d,47.2,Food delivery,USD,5811,pmt
10901,Asseco,5/6/2021,c,"2,446.90",Salary,USD,,sal
10902,Wolt,5/7/2021,d,48.8,Food delivery,USD,5811,pmt
10903,Wolt,5/7/2021,d,16.9,Food delivery,USD,5811,pmt
10904,Lending Club,5/7/2021,d,64,Loan Payment,USD,,pmt
10905,MetLife,5/8/2021,d,200.4,Life insurance premium,USD,6300,pmt
10906,Lidl,5/8/2021,d,40.1,Supermaket shopping,USD,5499,pmt
10907,Wolt,5/8/2021,d,33.9,Food delivery,USD,5811,pmt
10908,,5/9/2021,d,241.1,ATM withdrawal,USD,,wdw
10909,Bank of America,5/9/2021,d,5,Revolut Silver subscription,USD,,fee
10910,Orange,5/10/2021,d,34.6,Internet bill,USD,,pmt
10911,Claire Stevens,5/10/2021,c,300.4,Monthly rent,USD,,dep
10912,Heating,5/11/2021,d,50.9,Utilities payment,USD,,pmt
10913,Electro distribution,5/11/2021,d,46,Utilities payment,USD,,pmt
10914,Wolt,5/11/2021,d,28.9,Food delivery,USD,5811,pmt
10915,Wolt,5/11/2021,d,46.3,Food delivery,USD,5811,pmt
10916,Coinbase,5/11/2021,c,645.6,Cryptocurrency sales,USD,,dep
10917,Glovo,5/12/2021,d,33.5,Food delivery,USD,5811,pmt
10918,Swimming pool Activa,5/12/2021,d,15.2,Daily pool ticket,USD,5655,pmt
10919,Coinbase,5/12/2021,c,724.2,Project based fee,USD,,dep
10920,A1 Telecom,5/13/2021,d,33.2,Internet bill,USD,,pmt
10921,Hulu,5/13/2021,d,8.6,Netflix subscription,USD,,pmt
10922,Glovo,5/13/2021,d,50.1,Food delivery,USD,5811,pmt
10923,Pet hotel Happy Dog,5/13/2021,d,100.5,Monthly stay,USD,5995,pmt
10924,Wolt,5/15/2021,d,17.6,Food delivery,USD,5811,pmt
10925,Lidl,5/15/2021,d,77.3,Supermaket shopping,USD,5200,pmt
10926,Lidl,5/15/2021,d,90,Supermaket shopping,USD,5200,pmt
10927,PersonalLoans,5/15/2021,d,7,Charge pay,USD,,fee
10928,Bank of America,5/16/2021,d,5,Online banking fee,USD,,fee
10929,Delhaize,5/16/2021,d,39.9,Supermaket shopping,USD,5499,pmt
10930,Lidl,5/16/2021,d,30.1,Supermaket shopping,USD,5499,pmt
10931,Delhaize,5/16/2021,d,83.9,Supermaket shopping,USD,5200,pmt
10932,Volvo service,5/17/2021,d,225,Regular service,USD,7538,pmt
10933,Wolt,5/17/2021,d,46.6,Food delivery,USD,5811,pmt
10934,Medilife,5/17/2021,d,48.5,Specialist,USD,8011,pmt
10935,Revolut,5/17/2021,c,273.3,Interest,USD,,dep
10936,Adobe,5/17/2021,d,15.2,Games,USD,5045,pmt
10937,Wolt,5/18/2021,d,29.2,Food delivery,USD,5811,pmt
10938,Glovo,5/18/2021,d,20.3,Food delivery,USD,5811,pmt
10939,Glovo,5/18/2021,d,25.4,Food delivery,USD,5811,pmt
10940,Orange,5/19/2021,d,5.7,Phone bill,USD,,pmt
10941,A1 Telecom,5/19/2021,d,13.2,Mobile phone bill,USD,,pmt
10942,Book depository,5/19/2021,d,121.6,Books,USD,,pmt
10943,Lidl,5/19/2021,d,31.5,Supermaket shopping,USD,5499,pmt
10944,Glovo,5/19/2021,d,45.2,Food delivery,USD,5811,pmt
10945,Glovo,5/19/2021,d,36.9,Food delivery,USD,5811,pmt
10946,Glovo,5/19/2021,d,45.1,Food delivery,USD,5811,pmt
10947,Fit and Fun,5/19/2021,d,21.8,Personal trainer,USD,,pmt
10948,Pet hotel Happy Dog,5/19/2021,d,100.9,Monthly stay,USD,5995,pmt
10949,Tele9,5/20/2021,d,14.5,Television bill,USD,,pmt
10950,Faculty of contemporary arts,5/20/2021,d,186.5,Tuition,USD,8299,pmt
10951,Delhaize,5/20/2021,d,34.3,Supermaket shopping,USD,5499,pmt
10952,Wolt,5/20/2021,d,21.6,Food delivery,USD,5811,pmt
10953,Lidl,5/20/2021,d,100.6,Supermaket shopping,USD,5200,pmt
10954,Josh,5/20/2021,d,35.7,Allowance,USD,,pmt
10955,Book depository,5/21/2021,d,13.4,Book,USD,,pmt
10956,Wolt,5/21/2021,d,44.4,Food delivery,USD,5811,pmt
10957,Electro distribution,5/22/2021,d,91.2,Utilities payment,USD,,pmt
10958,Amazon,5/22/2021,d,13.8,Book,USD,,pmt
10959,Delhaize,5/22/2021,d,33.7,Supermaket shopping,USD,5499,pmt
10960,Dental Plus,5/22/2021,d,30.3,Doctor's appointment,USD,8011,pmt
10961,Pet hotel Happy Dog,5/22/2021,d,100.3,Monthly stay,USD,5995,pmt
10962,A1 Telecom,5/23/2021,d,33.5,Internet bill,USD,,pmt
10963,Glovo,5/23/2021,d,34.8,Food delivery,USD,5811,pmt
10964,Glovo,5/23/2021,d,40.4,Food delivery,USD,5811,pmt
10965,Swimming school,5/23/2021,d,21.2,Membership,USD,,pmt
10966,Legend,5/23/2021,d,230.2,Clothes,USD,,pmt
10967,Office365,5/23/2021,d,11.9,Games,USD,5045,pmt
10968,Sixt GmbH,5/23/2021,d,10,Car rent,USD,7519,pmt
10969,Heating,5/24/2021,d,83.3,Utilities payment,USD,,pmt
10970,Wolt,5/24/2021,d,46.7,Food delivery,USD,5811,pmt
10971,Swimming pool Activa,5/24/2021,d,12.1,Table tennis 2 hrs,USD,5655,pmt
10972,Swimming school,5/24/2021,d,28.4,Membership,USD,,pmt
10973,A1 Telecom,5/25/2021,d,15,Mobile phone bill,USD,,pmt
10974,Glovo,5/25/2021,d,33.6,Food delivery,USD,5811,pmt
10975,Wolt,5/25/2021,d,27.9,Food delivery,USD,5811,pmt
10976,Wolt,5/25/2021,d,37.5,Food delivery,USD,5811,pmt
10977,Glovo,5/25/2021,d,33.8,Food delivery,USD,5811,pmt
10978,Serenity Wellnes,5/25/2021,d,21.8,Massage,USD,8050,pmt
10979,Best Western,5/25/2021,d,"1,563.50",Hotel,USD,7011,pmt
10980,Faculty of contemporary arts,5/26/2021,d,164.6,Tuition,USD,8299,pmt
10981,Fit and Fun,5/26/2021,d,24.3,Gym membership,USD,,pmt
10982,Faculty of contemporary arts,5/27/2021,d,180.2,Tuition,USD,8299,pmt
10983,Wolt,5/27/2021,d,45.8,Food delivery,USD,5811,pmt
10984,Wolt,5/27/2021,d,36.6,Food delivery,USD,5811,pmt
10985,Wolt,5/27/2021,d,22.4,Food delivery,USD,5811,pmt
10986,Claire Stevens,5/27/2021,c,300.1,Monthly rent,USD,,dep
10987,Office365,5/27/2021,d,18.7,Games,USD,5045,pmt
10988,Orange,5/28/2021,d,20.6,Internet bill,USD,,pmt
10989,Delhaize,5/28/2021,d,32.9,Supermaket shopping,USD,5499,pmt
10990,Lidl,5/28/2021,d,36.1,Supermaket shopping,USD,5499,pmt
10991,Earnest,5/28/2021,d,9.6,Charge pay,USD,,fee
10992,A1 Telecom,6/1/2021,d,17.3,Mobile phone bill,USD,,pmt
10993,Glovo,6/1/2021,d,48.1,Food delivery,USD,5811,pmt
10994,Glovo,6/1/2021,d,41.4,Food delivery,USD,5811,pmt
10995,Wolt,6/1/2021,d,35.2,Food delivery,USD,5811,pmt
10996,Karate club,6/1/2021,d,28.6,Club membership,USD,,pmt
10997,Lending Club,6/1/2021,d,40.2,Loan Payment,USD,,pmt
10998,T-Mobile,6/2/2021,d,17.8,Mobile phone bill,USD,,pmt
10999,Music school,6/2/2021,d,187.4,Tuition,USD,8299,pmt
11000,Wolt,6/2/2021,d,50.6,Food delivery,USD,5811,pmt
11001,Glovo,6/2/2021,d,25.6,Food delivery,USD,5811,pmt
11002,Generali,6/2/2021,d,46,Extended health insurance,USD,,pmt
11003,Hertz,6/2/2021,d,13.8,Car rent,USD,7519,pmt
11004,UniCredit Leasing,6/3/2021,d,450.1,Financial leasing,USD,7394,pmt
11005,MetLife,6/3/2021,d,201,Life insurance premium,USD,6300,pmt
11006,Glovo,6/3/2021,d,37.7,Food delivery,USD,5811,pmt
11007,Glovo,6/3/2021,d,20.4,Food delivery,USD,5811,pmt
11008,Lily,6/3/2021,d,32.1,Medicine,USD,5912,pmt
11009,Visa,6/3/2021,d,43,Pay with Mastercard,USD,,pmt
11010,Sixt GmbH,6/3/2021,d,10.3,Car rent,USD,7519,pmt
11011,A1 Telecom,6/4/2021,d,6.2,Phone bill,USD,,pmt
11012,Glovo,6/4/2021,d,28.9,Food delivery,USD,5811,pmt
11013,Glovo,6/4/2021,d,38.6,Food delivery,USD,5811,pmt
11014,,6/5/2021,d,176.4,ATM withdrawal,USD,,wdw
11015,Glovo,6/5/2021,d,32.1,Food delivery,USD,5811,pmt
11016,Glovo,6/5/2021,d,19.1,Food delivery,USD,5811,pmt
11017,Glovo,6/6/2021,d,49.8,Food delivery,USD,5811,pmt
11018,Generali,6/6/2021,d,45.1,Extended health insurance,USD,,pmt
11019,Springfield,6/6/2021,d,276.2,Fotwear,USD,,pmt
11020,Wolt,6/7/2021,d,24.3,Food delivery,USD,5811,pmt
11021,Generali,6/7/2021,d,45.6,Extended health insurance,USD,,pmt
11022,A1 Telecom,6/8/2021,d,5.7,Phone bill,USD,,pmt
11023,A1 Telecom,6/8/2021,d,26.7,Internet bill,USD,,pmt
11024,Lidl,6/8/2021,d,34.7,Supermaket shopping,USD,5499,pmt
11025,Wolt,6/8/2021,d,30.6,Food delivery,USD,5811,pmt
11026,City parkings,6/9/2021,d,2.5,Parking fee,USD,7523,pmt
11027,City parkings,6/9/2021,d,1.6,Parking fee,USD,7523,pmt
11028,Spotify,6/9/2021,d,15.7,Apple music subscription,USD,5733,pmt
11029,MetLife,6/9/2021,d,200.4,Life insurance premium,USD,6300,pmt
11030,Claire Stevens,6/9/2021,c,300.7,Monthly rent,USD,,dep
11031,City parkings,6/10/2021,d,1.4,Parking fee,USD,7523,pmt
11032,Faculty of contemporary arts,6/10/2021,d,166,Tuition,USD,8299,pmt
11033,Glovo,6/10/2021,d,34.8,Food delivery,USD,5811,pmt
11034,Earnest,6/10/2021,d,7.1,Charge pay,USD,,fee
11035,The barbers,6/10/2021,d,31.1,Haircut,USD,7230,pmt
11036,Hertz,6/10/2021,d,15.4,Car rent,USD,7519,pmt
11037,Wolt,6/11/2021,d,16.7,Food delivery,USD,5811,pmt
11038,Glovo,6/11/2021,d,33,Food delivery,USD,5811,pmt
11039,Glovo,6/11/2021,d,49.3,Food delivery,USD,5811,pmt
11040,Table tenis club PingPong,6/11/2021,d,13.9,Daily pool ticket,USD,5655,pmt
11041,Table tenis club PingPong,6/11/2021,d,15.7,Table tennis 2 hrs,USD,5655,pmt
11042,Wolt,6/12/2021,d,39.4,Food delivery,USD,5811,pmt
11043,Jill,6/12/2021,d,33.8,Allowance,USD,,pmt
11044,MasterCard,6/12/2021,d,38.9,Pay with Mastercard,USD,,pmt
11045,,6/13/2021,d,159.5,ATM withdrawal,USD,,wdw
11046,Tele9,6/13/2021,d,14.4,Television bill,USD,,pmt
11047,Wolt,6/13/2021,d,15.3,Food delivery,USD,5811,pmt
11048,Delhaize,6/14/2021,d,36.4,Supermaket shopping,USD,5499,pmt
11049,Wolt,6/14/2021,d,27.6,Food delivery,USD,5811,pmt
11050,Home cleaning service,6/14/2021,d,46,Cleaning,USD,,pmt
11051,Tele9,6/15/2021,d,20.5,Television bill,USD,,pmt
11052,Wolt,6/16/2021,d,15.7,Food delivery,USD,5811,pmt
11053,Wolt,6/16/2021,d,43.6,Food delivery,USD,5811,pmt
11054,Home cleaning service,6/17/2021,d,48.4,Cleaning,USD,,pmt
11055,Electro distribution,6/18/2021,d,68.9,Utilities payment,USD,,pmt
11056,Red Cross,6/18/2021,d,66.3,Charity,USD,,pmt
11057,City parkings,6/19/2021,d,1.9,Parking fee,USD,7523,pmt
11058,Lidl,6/19/2021,d,30.8,Supermaket shopping,USD,5499,pmt
11059,Glovo,6/19/2021,d,37.7,Food delivery,USD,5811,pmt
11060,Glovo,6/19/2021,d,24.3,Food delivery,USD,5811,pmt
11061,New York Times,6/20/2021,d,4.1,National Geographic,USD,5192,pmt
11062,Fit and Fun,6/20/2021,d,20.6,Personal trainer,USD,,pmt
11063,The barbers,6/20/2021,d,28.6,Haircut,USD,7230,pmt
11064,Real Estate,6/20/2021,d,193.9,Tax pay,USD,9311,pmt
11065,Glovo,6/21/2021,d,17.9,Food delivery,USD,5811,pmt
11066,Wolt,6/21/2021,d,40.4,Food delivery,USD,5811,pmt
11067,Wolt,6/21/2021,d,42.8,Food delivery,USD,5811,pmt
11068,Delhaize,6/22/2021,d,39,Supermaket shopping,USD,5499,pmt
11069,Lidl,6/22/2021,d,34.7,Supermaket shopping,USD,5499,pmt
11070,Jill,6/22/2021,d,38.9,Allowance,USD,,pmt
11071,Amazon,6/23/2021,d,9.8,Book,USD,,pmt
11072,Delhaize,6/23/2021,d,36.9,Supermaket shopping,USD,5499,pmt
11073,Wolt,6/23/2021,d,47.5,Food delivery,USD,5811,pmt
11074,Wolt,6/23/2021,d,31.7,Food delivery,USD,5811,pmt
11075,Wolt,6/23/2021,d,42,Food delivery,USD,5811,pmt
11076,,6/24/2021,d,156.3,ATM withdrawal,USD,,wdw
11077,Glovo,6/24/2021,d,25.6,Food delivery,USD,5811,pmt
11078,Wolt,6/24/2021,d,46.2,Food delivery,USD,5811,pmt
11079,Fit and Fun,6/24/2021,d,27.2,Personal trainer,USD,,pmt
11080,Lidl,6/24/2021,d,83.8,Supermaket shopping,USD,5200,pmt
11081,Bank of America,6/25/2021,d,7.8,Revolut Silver subscription,USD,,fee
11082,Jill,6/25/2021,d,39.6,Allowance,USD,,pmt
11083,Swimming school,6/25/2021,d,28.7,Membership,USD,,pmt
11084,Generali ado,6/26/2021,d,373.5,Kasko insurance,USD,6381,pmt
11085,T-Mobile,6/26/2021,d,16,Mobile phone bill,USD,,pmt
11086,Comcast,6/26/2021,d,15.7,Television bill,USD,,pmt
11087,Lidl,6/26/2021,d,35.5,Supermaket shopping,USD,5499,pmt
11088,Wolt,6/26/2021,d,26.6,Food delivery,USD,5811,pmt
11089,Glovo,6/27/2021,d,50.7,Food delivery,USD,5811,pmt
11090,Private consulting co,6/27/2021,c,621.4,Cryptocurrency sales,USD,,dep
11091,Wolt,6/28/2021,d,19.3,Food delivery,USD,5811,pmt
11092,Glovo,6/28/2021,d,29.7,Food delivery,USD,5811,pmt
11093,Wolt,6/28/2021,d,41,Food delivery,USD,5811,pmt
11094,Wolt,6/28/2021,d,50.3,Food delivery,USD,5811,pmt
11095,Swimming pool Activa,6/28/2021,d,15.8,Table tennis 2 hrs,USD,5655,pmt
11096,Pet salon Rex,6/28/2021,d,10.3,Grooming,USD,,pmt
11097,National Geographic,7/1/2021,d,4.4,New York Times,USD,5192,pmt
11098,Wolt,7/1/2021,d,35.7,Food delivery,USD,5811,pmt
11099,Glovo,7/1/2021,d,39,Food delivery,USD,5811,pmt
11100,Glovo,7/1/2021,d,24,Food delivery,USD,5811,pmt
11101,Serenity Wellnes,7/1/2021,d,24.3,Spa treatment,USD,8050,pmt
11102,Pet shop,7/1/2021,d,25.4,Shopping,USD,5995,pmt
11103,Lidl,7/2/2021,d,30.7,Supermaket shopping,USD,5499,pmt
11104,Glovo,7/2/2021,d,44.6,Food delivery,USD,5811,pmt
